^SAMPLE = GSM171895
!Sample_title = HBEC3-KT
!Sample_geo_accession = GSM171895
!Sample_status = Public on Mar 07 2007
!Sample_submission_date = Feb 26 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Human Bronchial Epithelial Cell
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Histology: immortalized normal
!Sample_characteristics_ch1 = Age: 65
!Sample_characteristics_ch1 = Sex: F
!Sample_characteristics_ch1 = Race:
!Sample_biomaterial_provider_ch1 = Hamon Center for Therapeutic Oncology Research, UT Southwestern Medical Center
!Sample_growth_protocol_ch1 = KSFM supplemented with EGF and BPE
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy kit including DNase1 treatment
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA was prepared according to standard Affymetrix protocol from 5 microgram total RNA
!Sample_hyb_protocol = Following fragmentation, 20 microg of cRNA were hybridized for 16 hr at 45C on GeneChip Human Genome Array. GeneChips were washed and stained in the Affymetrix Fluidics Station
!Sample_scan_protocol = GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A
!Sample_description = Immortalized with CDK4 and hTERT
!Sample_data_processing = Data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 250
!Sample_platform_id = GPL570
!Sample_contact_name = Luc,,Girard
!Sample_contact_email = Luc.Girard@UTSouthwestern.edu
!Sample_contact_laboratory = NB8.114A
!Sample_contact_department = Hamon Center for Therapeutic Oncology Research
!Sample_contact_institute = UT Southwestern Medical Center
!Sample_contact_address = 5323 Harry Hines Blvd
!Sample_contact_city = Dallas
!Sample_contact_state = TX
!Sample_contact_zip/postal_code = 75390-8593
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM171nnn/GSM171895/suppl/GSM171895.CEL.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE4824
!Sample_data_row_count = 54675
#ID_REF = Affymetrix IDs
#Stat Pairs = Number of probe pairs
#Stat Pairs Used = Number of probe pairs (unmasked)
#VALUE = MAS5-calculated Signal intensity
#ABS_CALL = the call in an absolute analysis that indicates if the transcript was present (P), absent (A), marginal (M), or no call (NC)
#DETECTION P-VALUE = p-value that indicates the significance level of the detection call
!sample_table_begin
ID_REF	Stat Pairs	Stat Pairs Used	VALUE	ABS_CALL	DETECTION P-VALUE
212814_at	11	11	713.9	P	0.001221
212815_at	11	11	1266.3	P	0.000244
212816_s_at	11	11	403.8	P	0.030273
212817_at	11	11	406.9	P	0.001953
212818_s_at	11	11	485.7	P	0.008057
212819_at	11	11	591.7	P	0.001953
212820_at	11	11	475.8	P	0.000244
212821_at	11	11	17.9	A	0.665527
212822_at	11	11	616.1	P	0.010742
212823_s_at	11	11	184.6	P	0.010742
212824_at	11	11	2051.5	P	0.000244
212825_at	11	11	467.9	P	0.002930
212826_s_at	11	11	10669.2	P	0.000244
212827_at	11	11	88.5	A	0.129639
212828_at	11	11	220.9	P	0.018555
212829_at	11	11	364.8	P	0.005859
212830_at	11	11	425.3	P	0.001221
212831_at	11	11	12.9	A	0.432373
212832_s_at	11	11	483.8	P	0.001221
212833_at	11	11	643.0	P	0.000244
212834_at	11	11	334.0	P	0.001953
212835_at	11	11	351.7	P	0.004150
212836_at	11	11	269.0	P	0.004150
212837_at	11	11	335.2	P	0.000732
212838_at	11	11	292.1	P	0.001221
212839_s_at	11	11	83.9	P	0.018555
212840_at	11	11	345.4	P	0.000244
212841_s_at	11	11	48.2	A	0.500000
212842_x_at	11	11	672.2	P	0.000244
212843_at	11	11	48.5	A	0.500000
212844_at	11	11	88.8	A	0.095215
212845_at	11	11	760.3	P	0.000244
212846_at	11	11	1910.2	P	0.000732
212847_at	11	11	296.9	P	0.000244
212848_s_at	11	11	670.5	P	0.005859
212849_at	11	11	67.2	A	0.334473
212850_s_at	11	11	216.5	A	0.080566
212851_at	11	11	403.0	P	0.014160
212852_s_at	11	11	1550.1	P	0.001221
212853_at	11	11	208.8	P	0.010742
212854_x_at	11	11	4084.6	P	0.000244
212855_at	11	11	628.1	P	0.000244
212856_at	11	11	435.7	P	0.005859
212857_x_at	11	11	5214.2	P	0.000244
212858_at	11	11	159.4	P	0.018555
212859_x_at	11	11	11572.3	P	0.000732
212860_at	11	11	288.3	P	0.030273
212861_at	11	11	454.9	P	0.010742
212862_at	11	11	319.2	P	0.000244
212863_x_at	11	11	1615.9	P	0.000244
212864_at	11	11	235.8	P	0.037598
212865_s_at	11	11	26.6	A	0.366211
212866_at	11	11	364.5	P	0.046143
212867_at	11	11	781.8	P	0.000244
212868_x_at	11	11	11.6	A	0.725830
212869_x_at	11	11	15387.0	P	0.000244
212870_at	11	11	976.5	P	0.000244
212871_at	11	11	366.0	P	0.010742
212872_s_at	11	11	478.9	P	0.000244
212873_at	11	11	18.9	A	0.567627
212874_at	11	11	3.5	A	0.953857
212875_s_at	11	11	308.6	P	0.001221
212876_at	11	11	218.8	P	0.000244
212877_at	11	11	198.1	P	0.000732
212878_s_at	11	11	941.4	P	0.000244
212879_x_at	11	11	11.5	A	0.601074
212880_at	11	11	213.7	P	0.005859
212881_at	11	11	188.3	P	0.037598
212882_at	11	11	277.3	P	0.023926
212883_at	11	11	11.1	A	0.567627
212884_x_at	11	11	223.0	M	0.056152
212885_at	11	11	495.6	P	0.001221
212886_at	11	11	120.5	A	0.111572
212887_at	11	11	3323.9	P	0.000244
212888_at	11	11	740.9	P	0.000244
212889_x_at	11	11	11.9	A	0.805420
212890_at	11	11	416.8	P	0.030273
212891_s_at	11	11	416.2	P	0.000732
212892_at	11	11	388.0	P	0.046143
212893_at	11	11	826.6	P	0.001221
212894_at	11	11	350.1	P	0.018555
212895_s_at	11	11	558.9	P	0.001953
212896_at	11	11	937.1	P	0.000244
212897_at	11	11	137.1	A	0.111572
212898_at	11	11	1108.9	P	0.000244
212899_at	11	11	529.5	P	0.000244
212900_at	11	11	838.6	P	0.000244
212901_s_at	11	11	131.5	P	0.030273
212902_at	11	11	466.8	P	0.000244
212904_at	11	11	1960.0	P	0.000244
212905_at	11	11	310.5	P	0.000244
212906_at	11	11	97.5	A	0.219482
212907_at	11	11	852.6	P	0.000732
212908_at	11	11	189.7	P	0.010742
212909_at	11	11	16.0	A	0.567627
212910_at	11	11	288.3	P	0.000244
212911_at	11	11	218.2	P	0.000244
212912_at	11	11	988.4	P	0.001953
212913_at	11	11	100.1	A	0.466064
212914_at	11	11	136.8	A	0.080566
212915_at	11	11	32.7	A	0.219482
212916_at	11	11	106.6	P	0.000244
212917_x_at	11	11	1132.8	P	0.000244
212918_at	11	11	1488.1	P	0.000244
212919_at	11	11	609.8	P	0.000244
212920_at	11	11	980.9	P	0.000244
212921_at	11	11	75.3	A	0.246094
212922_s_at	11	11	1603.5	P	0.000244
212923_s_at	11	11	1073.1	P	0.000244
212924_s_at	11	11	14.1	A	0.601074
212925_at	11	11	1040.8	P	0.014160
212926_at	11	11	101.7	P	0.005859
212927_at	11	11	578.4	P	0.000244
212928_at	11	11	1039.9	P	0.000732
212929_s_at	11	11	543.2	P	0.030273
212930_at	11	11	139.1	P	0.000244
212931_at	11	11	540.1	P	0.000732
212932_at	11	11	312.6	P	0.000244
212933_x_at	11	11	10439.7	P	0.000244
212934_at	11	11	636.4	P	0.001221
212935_at	11	11	8.8	A	0.997070
212936_at	11	11	468.2	P	0.000244
212937_s_at	11	11	23.8	A	0.633789
212938_at	11	11	11.7	A	0.665527
212939_at	11	11	14.7	A	0.805420
212940_at	11	11	29.0	A	0.601074
212942_s_at	11	11	43.7	A	0.067627
212943_at	11	11	551.4	P	0.000732
212944_at	11	11	695.9	P	0.000244
212945_s_at	11	11	44.7	A	0.171387
212946_at	11	11	783.9	P	0.000244
212947_at	11	11	142.1	A	0.194580
212948_at	11	11	290.4	P	0.008057
212949_at	11	11	12.4	A	0.665527
212950_at	11	11	32.5	A	0.219482
212951_at	11	11	3.3	A	0.850342
212952_at	11	11	406.2	P	0.005859
212953_x_at	11	11	1228.6	P	0.014160
212954_at	11	11	325.5	P	0.010010
212955_s_at	11	11	1483.1	P	0.000732
212956_at	11	11	1281.8	P	0.000732
212957_s_at	11	11	68.0	A	0.129639
212958_x_at	11	11	2416.8	P	0.000244
212959_s_at	11	11	777.2	P	0.000244
212960_at	11	11	229.2	M	0.056152
212961_x_at	11	11	489.0	P	0.000732
212962_at	11	11	2.8	A	0.994141
212963_at	11	11	59.4	A	0.274170
212964_at	11	11	142.2	P	0.023926
212965_at	11	11	96.4	A	0.095215
212966_at	11	11	182.3	P	0.008057
212967_x_at	11	11	8379.6	P	0.000244
212968_at	11	11	539.9	P	0.004150
212969_x_at	11	11	308.0	P	0.004150
212970_at	11	11	475.0	P	0.001953
212971_at	11	11	3182.5	P	0.000244
212972_x_at	11	11	158.6	P	0.014160
212973_at	11	11	302.9	P	0.001953
212974_at	11	11	139.9	M	0.056152
212975_at	11	11	211.9	P	0.018555
212976_at	11	11	57.2	A	0.067627
212977_at	11	11	245.0	P	0.044434
212978_at	11	11	188.6	P	0.014160
212979_s_at	11	11	626.2	P	0.000244
212980_at	11	11	55.3	A	0.171387
212981_s_at	11	11	1629.9	P	0.000244
212982_at	11	11	530.7	P	0.000732
212983_at	11	11	1139.0	P	0.000244
212984_at	11	11	936.9	P	0.000244
212985_at	11	11	857.2	P	0.000244
212986_s_at	11	11	391.8	A	0.080566
212987_at	11	11	1833.0	P	0.000244
212988_x_at	11	11	13903.2	P	0.000244
212989_at	11	11	837.0	P	0.000244
212990_at	11	11	182.8	P	0.010742
212991_at	11	11	84.2	P	0.008057
212992_at	11	11	6321.7	P	0.000244
212993_at	11	11	288.0	P	0.000244
212994_at	11	11	252.4	P	0.030273
212995_x_at	11	11	2693.5	P	0.014160
212996_s_at	11	11	177.8	P	0.005859
212997_s_at	11	11	514.3	A	0.080566
212998_x_at	11	11	172.8	A	0.067627
212999_x_at	11	11	120.7	P	0.000732
213000_at	11	11	1381.0	P	0.000244
213001_at	11	11	40.9	A	0.303711
213002_at	11	11	291.8	P	0.001221
213003_s_at	11	11	83.5	A	0.171387
213004_at	11	11	152.8	P	0.030273
213005_s_at	11	11	1382.4	P	0.000732
213006_at	11	11	118.9	P	0.002930
213007_at	11	11	354.9	P	0.004150
213008_at	11	11	108.4	A	0.149658
213009_s_at	11	11	860.8	P	0.000244
213010_at	11	11	403.9	P	0.000244
213011_s_at	11	11	7999.9	P	0.000244
213012_at	11	11	451.9	P	0.000244
213013_at	11	11	15.4	A	0.696289
213014_at	11	11	78.1	A	0.129639
213015_at	11	11	180.9	P	0.018555
213016_at	11	11	556.6	P	0.000244
213017_at	11	11	387.3	P	0.000244
213018_at	11	11	533.7	P	0.000244
213019_at	11	11	371.2	P	0.001221
213020_at	11	11	404.9	P	0.005859
213021_at	11	11	405.4	P	0.000732
213022_s_at	11	11	191.4	P	0.046143
213023_at	11	11	12.3	A	0.274170
213024_at	11	11	327.4	P	0.001221
213025_at	11	11	870.9	P	0.000244
213026_at	11	11	987.4	P	0.000244
213027_at	11	11	727.9	P	0.000244
213028_at	11	11	256.6	P	0.014160
213029_at	11	11	1462.9	P	0.000732
213030_s_at	11	11	682.1	P	0.000244
213031_s_at	11	11	347.1	P	0.001221
213032_at	11	11	805.3	P	0.000244
213033_s_at	11	11	408.3	P	0.005859
213034_at	11	11	316.5	P	0.005859
213035_at	11	11	183.3	A	0.149658
213036_x_at	11	11	7.8	A	0.753906
213037_x_at	11	11	2848.8	P	0.000244
213038_at	11	11	410.3	P	0.046143
213039_at	11	11	1188.7	P	0.000244
213040_s_at	11	11	11.8	A	0.696289
213041_s_at	11	11	889.7	P	0.002930
213042_s_at	11	11	2.6	A	0.962402
213043_s_at	11	11	1781.2	P	0.000244
213044_at	11	11	3087.7	P	0.000244
213045_at	11	11	118.3	A	0.095215
213046_at	11	11	253.0	P	0.008057
213047_x_at	11	11	4847.3	P	0.000244
213048_s_at	11	11	1396.9	P	0.000244
213049_at	11	11	659.8	P	0.000244
213050_at	11	11	11.1	A	0.633789
213051_at	11	11	750.0	P	0.000732
213052_at	11	11	827.0	P	0.030273
213053_at	11	11	123.6	A	0.149658
213054_at	11	11	60.7	A	0.129639
213055_at	11	11	4.6	A	0.533936
213056_at	11	11	825.5	P	0.000732
213057_at	11	11	203.0	P	0.037598
213058_at	11	11	113.8	P	0.005859
213059_at	11	11	10.9	A	0.953857
213060_s_at	11	11	52.7	A	0.274170
213061_s_at	11	11	1299.0	P	0.000244
213062_at	11	11	1198.7	P	0.002930
213063_at	11	11	373.2	P	0.002930
213064_at	11	11	710.0	P	0.000244
213065_at	11	11	471.9	P	0.000244
213066_at	11	11	81.5	A	0.500000
213067_at	11	11	82.8	A	0.274170
213068_at	11	11	27.7	A	0.696289
213069_at	11	11	1152.2	P	0.004150
213070_at	11	11	1473.1	P	0.000244
213071_at	11	11	10.8	A	0.696289
213072_at	11	11	82.4	A	0.111572
213073_at	11	11	218.4	P	0.004150
213074_at	11	11	701.4	P	0.000732
213075_at	11	11	761.9	P	0.000244
213076_at	11	11	538.8	P	0.000732
213077_at	11	11	977.7	P	0.000244
213078_x_at	11	11	302.4	P	0.037598
213079_at	11	11	295.2	P	0.005859
213080_x_at	11	11	18648.1	P	0.000244
213081_at	11	11	121.6	A	0.067627
213082_s_at	11	11	317.9	P	0.000732
213083_at	11	11	838.0	P	0.001953
213084_x_at	11	11	17342.6	P	0.000244
213085_s_at	11	11	403.6	P	0.004150
213086_s_at	11	11	5518.8	P	0.000244
213087_s_at	11	11	127.2	P	0.023926
213088_s_at	11	11	1129.0	P	0.000244
213089_at	11	11	276.1	P	0.023926
213090_s_at	11	11	624.9	P	0.001953
213091_at	11	11	54.9	A	0.500000
213092_x_at	11	11	294.9	P	0.000244
213093_at	11	11	535.5	P	0.000244
213094_at	11	11	906.4	P	0.000244
213095_x_at	11	11	7.5	A	0.969727
213096_at	11	11	240.8	A	0.080566
213097_s_at	11	11	827.3	P	0.000732
213098_at	11	11	53.3	A	0.129639
213099_at	11	11	251.3	A	0.067627
213100_at	11	11	259.9	A	0.194580
213101_s_at	11	11	6301.8	P	0.000244
213102_at	11	11	3968.6	P	0.000244
213103_at	11	11	139.6	P	0.046143
213104_at	11	11	568.5	P	0.000732
213105_s_at	11	11	511.7	P	0.037598
213106_at	11	11	55.6	P	0.023926
213107_at	11	11	220.3	P	0.004150
213108_at	11	11	11.4	A	0.533936
213109_at	11	11	52.3	A	0.080566
213110_s_at	11	11	2892.3	P	0.000732
213111_at	11	11	560.4	P	0.000732
213112_s_at	11	11	12.2	A	0.850342
213113_s_at	11	11	225.6	A	0.171387
213114_at	11	11	64.9	A	0.303711
213115_at	11	11	197.1	P	0.001221
213116_at	11	11	252.9	P	0.000732
213117_at	11	11	229.5	P	0.004150
213118_at	11	11	290.4	P	0.005859
213119_at	11	11	130.3	A	0.219482
213120_at	11	11	93.6	P	0.008057
213121_at	11	11	4.1	A	0.633789
213122_at	11	11	47.6	M	0.056152
213123_at	11	11	620.6	P	0.000244
213124_at	11	11	195.7	P	0.014160
213125_at	11	11	79.0	A	0.171387
213126_at	11	11	219.7	P	0.023926
213127_s_at	11	11	299.5	M	0.056152
213128_s_at	11	11	1202.4	P	0.000244
213129_s_at	11	11	2911.9	P	0.000244
213130_at	11	11	91.0	P	0.023926
213131_at	11	11	69.0	A	0.303711
213132_s_at	11	11	178.5	P	0.000732
213133_s_at	11	11	1339.8	P	0.000244
213134_x_at	11	11	2873.7	P	0.000244
213135_at	11	11	65.9	P	0.023926
213136_at	11	11	2189.0	P	0.000244
213137_s_at	11	11	1089.0	P	0.002930
213138_at	11	11	56.3	A	0.500000
213139_at	11	11	5837.1	P	0.000244
213140_s_at	11	11	757.8	P	0.000244
213141_at	11	11	89.5	A	0.219482
213142_x_at	11	11	622.1	P	0.000244
213143_at	11	11	105.0	A	0.194580
213144_at	11	11	171.9	A	0.080566
213145_at	11	11	376.1	P	0.000732
213146_at	11	11	58.9	P	0.037598
213147_at	11	11	26.7	A	0.870361
213148_at	11	11	4.8	A	0.753906
213149_at	11	11	577.3	P	0.001221
213150_at	11	11	98.1	A	0.067627
213151_s_at	11	11	3368.1	P	0.000244
213152_s_at	11	11	472.9	P	0.001221
213153_at	11	11	605.6	P	0.008057
213154_s_at	11	11	2663.8	P	0.000732
213155_at	11	11	9.7	A	0.533936
213156_at	11	11	145.7	P	0.000244
213157_s_at	11	11	39.0	A	0.398926
213158_at	11	11	136.3	P	0.000244
213159_at	11	11	107.8	P	0.001221
213160_at	11	11	5.9	A	0.981445
213161_at	11	11	273.9	P	0.001953
213162_at	11	11	27.6	A	0.753906
213164_at	11	11	472.8	P	0.000732
213165_at	11	11	651.5	P	0.000244
213166_x_at	11	11	2968.0	P	0.000244
213167_s_at	11	11	53.9	P	0.018555
213168_at	11	11	1223.9	P	0.000244
213169_at	11	11	90.3	A	0.111572
213170_at	11	11	57.8	A	0.246094
213171_s_at	11	11	38.0	A	0.500000
213172_at	11	11	61.7	A	0.274170
213173_at	11	11	140.1	A	0.095215
213174_at	11	11	132.9	A	0.171387
213175_s_at	11	11	2451.5	P	0.000244
213176_s_at	11	11	23.6	A	0.567627
213177_at	11	11	10.0	A	0.780518
213178_s_at	11	11	254.0	P	0.023926
213179_at	11	11	656.6	P	0.000244
213180_s_at	11	11	248.5	P	0.002930
213181_s_at	11	11	82.6	A	0.149658
213182_x_at	11	11	109.6	P	0.023926
213183_s_at	11	11	91.1	A	0.149658
213184_at	11	11	295.8	P	0.030273
213185_at	11	11	273.2	M	0.056152
213186_at	11	11	161.3	P	0.030273
213187_x_at	11	11	8829.8	P	0.000244
213188_s_at	11	11	810.1	P	0.000244
213189_at	11	11	605.6	P	0.001953
213190_at	11	11	238.4	P	0.001953
213191_at	11	11	172.8	P	0.005859
213192_at	11	11	21.6	A	0.567627
213193_x_at	11	11	75.8	A	0.219482
213194_at	11	11	1276.9	P	0.000244
213195_at	11	11	151.2	M	0.056152
213196_at	11	11	420.1	P	0.001953
213197_at	11	11	8.8	A	0.805420
213198_at	11	11	877.6	P	0.000244
213199_at	11	11	141.5	P	0.030273
213200_at	11	11	30.9	A	0.567627
213201_s_at	11	11	1128.8	P	0.000244
213202_at	11	11	47.4	A	0.366211
213203_at	11	11	445.5	P	0.005859
213204_at	11	11	300.5	P	0.005859
213205_s_at	11	11	10.0	A	0.725830
213206_at	11	11	139.4	P	0.008057
213207_s_at	11	11	169.4	M	0.056152
213208_at	11	11	223.9	A	0.129639
213209_at	11	11	65.6	A	0.171387
213210_at	11	11	6.4	A	0.962402
213211_s_at	11	11	54.1	A	0.466064
213212_x_at	11	11	1653.0	P	0.000732
213213_at	11	11	296.2	P	0.005859
213214_x_at	11	11	16890.9	P	0.000244
213215_at	11	11	287.0	P	0.000732
213216_at	11	11	76.2	A	0.246094
213217_at	11	11	46.5	A	0.171387
213218_at	11	11	163.5	M	0.056152
213219_at	11	11	45.4	A	0.171387
213220_at	11	11	772.2	P	0.000244
213221_s_at	11	11	750.2	P	0.001953
213222_at	11	11	29.4	A	0.432373
213223_at	11	11	430.7	P	0.023926
213224_s_at	11	11	527.1	P	0.000732
213225_at	11	11	983.0	P	0.000244
213226_at	11	11	375.9	P	0.000244
213227_at	11	11	572.5	P	0.037598
213228_at	11	11	97.3	A	0.129639
213229_at	11	11	162.3	P	0.005859
213230_at	11	11	253.1	P	0.037598
213231_at	11	11	22.4	A	0.567627
213232_at	11	11	34.1	A	0.567627
213233_s_at	11	11	743.4	P	0.000732
213234_at	11	11	190.7	P	0.014160
213235_at	11	11	170.0	P	0.004150
213236_at	11	11	78.7	A	0.274170
213237_at	11	11	455.3	P	0.000732
213238_at	11	11	919.5	P	0.001953
213239_at	11	11	328.1	P	0.000244
213240_s_at	11	11	78.3	A	0.533936
213241_at	11	11	11.6	A	0.665527
213242_x_at	11	11	668.4	P	0.010742
213243_at	11	11	535.2	P	0.000244
213244_at	11	11	87.8	A	0.246094
213245_at	11	11	71.7	A	0.366211
213246_at	11	11	801.6	P	0.000244
213247_at	11	11	17.0	A	0.633789
213248_at	11	11	53.3	A	0.366211
213249_at	11	11	174.4	P	0.008057
213250_at	11	11	7.7	A	0.633789
213251_at	11	11	600.2	P	0.000244
213252_at	11	11	67.9	A	0.303711
213253_at	11	11	220.6	P	0.001953
213254_at	11	11	263.2	P	0.000732
213256_at	11	11	89.8	A	0.194580
213257_at	11	11	54.2	A	0.274170
213258_at	11	11	24.4	P	0.014160
213259_s_at	11	11	81.1	A	0.171387
213260_at	11	11	234.8	P	0.000732
213261_at	11	11	67.6	A	0.129639
213262_at	11	11	824.3	P	0.000244
213263_s_at	11	11	558.3	P	0.014160
213264_at	11	11	458.0	P	0.000244
213265_at	11	11	60.6	A	0.432373
213266_at	11	11	224.5	P	0.000732
213267_at	11	11	60.1	A	0.246094
213268_at	11	11	6.8	A	0.725830
213269_at	11	11	86.0	A	0.171387
213270_at	11	11	50.0	A	0.303711
213271_s_at	11	11	197.2	P	0.018555
213272_s_at	11	11	386.3	P	0.000244
213273_at	11	11	179.9	A	0.111572
213274_s_at	11	11	439.6	P	0.000244
213275_x_at	11	11	2633.7	P	0.000244
213276_at	11	11	8.7	A	0.932373
213277_at	11	11	2.0	A	0.601074
213278_at	11	11	420.6	P	0.001221
213279_at	11	11	1637.5	P	0.000244
213280_at	11	11	1296.5	P	0.000244
213281_at	11	11	290.4	P	0.008057
213282_at	11	11	670.1	P	0.000244
213283_s_at	11	11	123.0	P	0.008057
213284_at	11	11	21.4	A	0.633789
213285_at	11	11	964.6	P	0.000244
213286_at	11	11	126.3	A	0.219482
213287_s_at	11	11	2422.1	P	0.000244
213288_at	11	11	879.0	P	0.000732
213289_at	11	11	386.4	P	0.000732
213290_at	11	11	83.9	P	0.037598
213291_s_at	11	11	1306.3	P	0.000244
213292_s_at	11	11	364.7	P	0.000732
213293_s_at	11	11	1394.4	P	0.000244
213294_at	11	11	942.2	P	0.000244
213295_at	11	11	305.0	P	0.001953
213296_at	11	11	362.8	P	0.008057
213297_at	11	11	237.1	P	0.002930
213298_at	11	11	17.9	A	0.601074
213299_at	11	11	16.2	A	0.500000
213300_at	11	11	305.7	P	0.030273
213301_x_at	11	11	325.2	P	0.000244
213302_at	11	11	140.1	P	0.030273
213303_x_at	11	11	229.7	P	0.005859
213304_at	11	11	351.5	P	0.000244
213305_s_at	11	11	733.0	P	0.001953
213306_at	11	11	483.1	P	0.005859
213307_at	11	11	136.2	P	0.005859
213308_at	11	11	297.0	A	0.067627
213309_at	11	11	4.8	A	0.805420
213310_at	11	11	214.5	P	0.018555
213311_s_at	11	11	237.7	A	0.067627
213312_at	11	11	198.7	P	0.037598
213313_at	11	11	1359.9	P	0.000244
213314_at	11	11	133.1	P	0.005859
213315_x_at	11	11	467.1	P	0.000244
213316_at	11	11	10.0	A	0.601074
213317_at	11	11	3.1	A	0.753906
213318_s_at	11	11	1505.5	P	0.000244
213319_s_at	11	11	15.1	A	0.466064
213320_at	11	11	666.7	P	0.000244
213321_at	11	11	174.6	A	0.095215
213322_at	11	11	728.8	P	0.000732
213323_s_at	11	11	114.4	P	0.008057
213324_at	11	11	330.4	A	0.274170
213325_at	11	11	135.1	P	0.000244
213326_at	11	11	174.3	P	0.018555
213327_s_at	11	11	614.7	P	0.000244
213328_at	11	11	50.9	A	0.219482
213329_at	11	11	209.6	P	0.014160
213330_s_at	11	11	819.0	P	0.005859
213331_s_at	11	11	397.4	P	0.000244
213332_at	11	11	153.8	P	0.023926
213333_at	11	11	234.3	P	0.001953
213334_x_at	11	11	194.3	P	0.004150
213335_s_at	11	11	43.6	A	0.149658
213336_at	11	11	3.9	A	0.904785
213337_s_at	11	11	40.4	A	0.219482
213338_at	11	11	105.8	A	0.303711
213339_at	11	11	66.0	A	0.274170
213340_s_at	11	11	421.2	P	0.000732
213341_at	11	11	317.4	P	0.005859
213342_at	11	11	634.2	P	0.001221
213343_s_at	11	11	30.7	A	0.665527
213344_s_at	11	11	194.9	P	0.002930
213345_at	11	11	19.3	A	0.888428
213346_at	11	11	267.1	P	0.030273
213347_x_at	11	11	13396.5	P	0.000244
213348_at	11	11	720.0	P	0.001953
213349_at	11	11	274.6	P	0.000244
213350_at	11	11	252.4	P	0.046143
213351_s_at	11	11	358.5	P	0.002930
213352_at	11	11	238.4	P	0.005859
213353_at	11	11	349.2	P	0.000732
213354_s_at	11	11	2.2	A	0.998047
213355_at	11	11	49.3	A	0.095215
213356_x_at	11	11	11851.6	P	0.001221
213357_at	11	11	2587.2	P	0.000244
213358_at	11	11	753.7	P	0.000732
213359_at	11	11	1070.9	P	0.000732
213360_s_at	11	11	2261.0	P	0.000732
213361_at	11	11	131.1	P	0.023926
213362_at	11	11	37.2	A	0.080566
213363_at	11	11	142.1	A	0.303711
213364_s_at	11	11	300.5	P	0.000244
213365_at	11	11	504.9	P	0.004150
213366_x_at	11	11	5227.4	P	0.000244
213367_at	11	11	276.9	P	0.023926
213368_x_at	11	11	23.9	A	0.500000
213369_at	11	11	450.9	P	0.001953
213370_s_at	11	11	133.7	P	0.030273
213371_at	11	11	6.5	A	0.366211
213372_at	11	11	466.4	P	0.000244
213373_s_at	11	11	310.9	P	0.001953
213374_x_at	11	11	966.0	P	0.000732
213375_s_at	11	11	40.8	A	0.219482
213376_at	11	11	937.6	P	0.000244
213377_x_at	11	11	15268.5	P	0.000244
213378_s_at	11	11	205.3	A	0.129639
213379_at	11	11	516.9	P	0.000732
213380_x_at	11	11	207.8	A	0.129639
213381_at	11	11	27.1	A	0.567627
213382_at	11	11	44.4	A	0.095215
213383_at	11	11	112.9	A	0.219482
213384_x_at	11	11	393.8	P	0.018555
213385_at	11	11	5.3	A	0.753906
213386_at	11	11	332.0	P	0.000732
213387_at	11	11	222.3	P	0.008057
213388_at	11	11	705.7	P	0.000244
213389_at	11	11	168.6	A	0.129639
213390_at	11	11	354.9	P	0.001953
213391_at	11	11	496.1	P	0.001953
213392_at	11	11	299.0	P	0.037598
213393_at	11	11	93.8	P	0.030273
213394_at	11	11	274.3	A	0.149658
213395_at	11	11	43.5	A	0.398926
213396_s_at	11	11	242.1	P	0.010742
213397_x_at	11	11	1045.5	P	0.001221
213398_s_at	11	11	625.4	P	0.001221
213399_x_at	11	11	5781.8	P	0.000244
213400_s_at	11	11	333.2	A	0.067627
213401_s_at	11	11	120.9	P	0.030273
213402_at	11	11	148.0	P	0.014160
213403_at	11	11	43.0	A	0.194580
213404_s_at	11	11	3897.2	P	0.000244
213405_at	11	11	1091.1	P	0.000244
213406_at	11	11	66.2	P	0.037598
213407_at	11	11	178.6	P	0.010742
213408_s_at	11	11	854.5	P	0.000732
213409_s_at	11	11	206.3	P	0.004150
213410_at	11	11	343.0	P	0.000732
213411_at	11	11	8.2	A	0.466064
213412_at	11	11	77.5	A	0.366211
213413_at	11	11	85.8	P	0.018555
213414_s_at	11	11	17603.3	P	0.000244
213415_at	11	11	25.1	A	0.780518
213416_at	11	11	28.6	A	0.533936
213417_at	11	11	8.6	A	0.888428
213418_at	11	11	53.9	A	0.366211
213419_at	11	11	253.1	P	0.004150
213420_at	11	11	75.0	A	0.080566
213421_x_at	11	11	1029.6	P	0.000244
213422_s_at	11	11	35.9	A	0.171387
213423_x_at	11	11	2107.1	P	0.000244
213424_at	11	11	347.8	P	0.000244
213425_at	11	11	133.5	P	0.005859
213426_s_at	11	11	88.4	A	0.095215
